epoch,train_loss,val_loss,seconds
1,0.5796887468784413,0.5594556242227554,192.30895447731018
2,0.5650809785153004,0.5551178865134716,184.4473135471344
3,0.560469336712614,0.55533996373415,185.7915027141571
4,0.5586680348883284,0.5526958793401718,184.64595437049866
5,0.5567330543031084,0.5549971610307693,186.94414234161377
6,0.553086627290604,0.5579360879957675,189.15117835998535
7,0.5513493128279422,0.5550011157989502,186.50751090049744
